"coord.join8","Lat","Long","Year","Parrotfish"
1818,20.94601468,-156.6950706,2010,0
1819,20.94602394,-156.6951447,2008,0
1820,20.94603348,-156.6937408,2009,0
1821,20.94603729,-156.6940765,2009,0
1822,20.94605315,-156.6956418,2011,7.827389856
1823,20.94606209,-156.6953888,2009,0
1824,20.94607595,-156.6933592,2011,0
1825,20.94607654,-156.6939084,2011,3.84647648
1826,20.94608794,-156.6936345,2011,16.15496729
1827,20.94608879,-156.6933746,2009,0
1828,20.94609624,-156.6951652,2011,14.8737666
1829,20.94611549,-156.6940765,2008,0
1830,20.94611944,-156.6955361,2012,45.4799136
1831,20.94614029,-156.6950226,2009,0
1832,20.94616318,-156.6950989,2009,0
1833,20.94619296,-156.6949731,2010,8.69252771
1834,20.94622993,-156.6954801,2012,24.5097633
1835,20.9462471,-156.6952057,2008,0
1836,20.94628299,-156.6947862,2011,0
1837,20.94629372,-156.6949926,2012,24.22046396
1838,20.94630623,-156.695282,2009,0
1839,20.94634334,-156.6955181,2011,59.224888712
1840,20.94635963,-156.6951752,2008,0
1841,20.94637351,-156.6952655,2010,8.0727196
1842,20.94639397,-156.6945648,2009,0
1843,20.94639857,-156.6953635,2011,0
1844,20.94641113,-156.6954498,2008,4.8848008
1845,20.94643211,-156.6950226,2008,0
1846,20.94645197,-156.6950718,2011,44.75336514
1847,20.94647686,-156.6957629,2012,17.003942956
1848,20.94649203,-156.6955681,2012,14.3734338
1849,20.94651441,-156.6945934,2011,0
1850,20.9465155,-156.6934752,2011,0
1851,20.94654727,-156.6942995,2011,0
1852,20.94656168,-156.6943542,2012,22.14014
1853,20.94657761,-156.6955795,2010,2.204303112
1854,20.94681931,-156.6938629,2009,49.23435671
1855,20.94684029,-156.6941986,2009,0
1857,20.94691658,-156.693924,2008,36.137108146
1858,20.94697684,-156.6940984,2011,8.799271712
1859,20.94699268,-156.6943967,2012,5.384989456
1860,20.9470005,-156.6943054,2008,123.3014882
1861,20.9470418,-156.693561,2011,0
1862,20.94704406,-156.6939211,2011,27.3776844
1863,20.94706345,-156.694046,2009,53.95477153
1864,20.9470905,-156.6943033,2012,30.642362662
1865,20.94713375,-156.6941756,2012,11.635774716
1866,20.94714737,-156.6937714,2009,0
1867,20.94716501,-156.6943377,2011,19.2323824
1868,20.94717789,-156.6943512,2009,14.6765240666
1869,20.94717859,-156.6941381,2010,0
1870,20.94726484,-156.6942012,2011,34.135299704
1871,20.94730568,-156.6944733,2008,4.834562117
1872,20.94732896,-156.6944572,2011,5.64032238
1873,20.94738579,-156.6944981,2012,4.8848008
1874,20.94741865,-156.6943304,2011,12.173499534
1875,20.94748009,-156.6944734,2012,0
1876,20.9475018,-156.6937051,2011,60.549285412
1877,20.94750792,-156.6942397,2012,0
1878,20.94757841,-156.6943026,2011,0
1879,20.94762082,-156.6945533,2011,16.03928172
1880,20.94765301,-156.6938585,2012,14.63556901
1881,20.9477634,-156.694316,2012,7.050008256
1882,20.94777823,-156.6947257,2011,31.59209196
1883,20.94781201,-156.6945988,2010,0
1884,20.94783967,-156.6946748,2012,2.4424004
1885,20.94796562,-156.6939087,2009,0
1886,20.94799574,-156.6938858,2012,21.843722302
1888,20.94800377,-156.6942749,2009,0.0718179
1889,20.94801521,-156.6935883,2009,0
1890,20.94811058,-156.6940613,2008,2.4424004
1891,20.94811854,-156.6950731,2012,0
1892,20.94812692,-156.6945418,2010,0
1893,20.94813555,-156.6942351,2011,0
1894,20.94822398,-156.6940006,2010,64.73461295
1895,20.94824385,-156.694408,2010,0
1896,20.94827788,-156.6950007,2010,14.8737666
1897,20.94829054,-156.6949128,2012,2.4424004
1898,20.94832993,-156.6945953,2009,0
1899,20.94836438,-156.6941305,2012,94.37731688
1900,20.94837234,-156.6950759,2012,3.1628784
1901,20.94839908,-156.6941526,2010,1.571785358
1902,20.94840612,-156.6937986,2012,29.342616149
1903,20.94842255,-156.6932054,2012,17.012589
1904,20.94842911,-156.6939697,2008,0
1905,20.94851048,-156.6950749,2012,14.105679024
1906,20.94852858,-156.6939352,2010,0
1907,20.94856496,-156.694507,2011,20.9521378
1908,20.94857711,-156.6945098,2012,0
1909,20.94861919,-156.6934883,2011,33.69159189
1910,20.94863892,-156.6947784,2009,0
1911,20.94870251,-156.6933012,2012,107.94139584
1912,20.94875347,-156.6935595,2012,137.97634323
1913,20.94877099,-156.6950775,2011,14.8737666
1914,20.94879913,-156.693924,2008,35.12035549
1915,20.94888115,-156.694809,2009,0
1916,20.94888205,-156.6938203,2012,121.904116042
1917,20.94890434,-156.6935486,2011,14.8737666
1918,20.94897064,-156.694731,2012,0
1919,20.94908623,-156.6937131,2011,39.46259306
1920,20.94909668,-156.6933289,2009,25.50608654
1921,20.94910434,-156.6933722,2011,0
1922,20.94913864,-156.6940155,2008,9.96428023
1923,20.94918633,-156.6943665,2008,53.84989456
1924,20.9492765,-156.6938361,2011,6.763983601
1925,20.94928551,-156.6935883,2009,49.95757547
1926,20.94931707,-156.6940302,2012,14.8737666
1927,20.94932361,-156.693459,2011,0
1928,20.94949552,-156.6936047,2011,3.192959286
1929,20.94952343,-156.6935178,2011,30.606147
1930,20.94956375,-156.694104,2012,11.6189535
1931,20.94960976,-156.6937866,2009,8.1132634
1932,20.94963837,-156.6937714,2008,0
1933,20.94969368,-156.6942749,2008,0
1934,20.94976659,-156.6937999,2012,64.03815726
1935,20.94977531,-156.6934603,2010,0
1936,20.94977723,-156.6938169,2011,2.193076314
1937,20.94978333,-156.6932983,2008,46.474257456
1938,20.94981269,-156.6930238,2011,103.71680857
1939,20.94982338,-156.693222,2008,2.193076314
1940,20.94986675,-156.6933639,2011,12.88720367
1941,20.94987002,-156.693987,2011,24.8394333
1942,20.94990921,-156.6932373,2009,6.039552794
1943,20.94993401,-156.6938019,2008,11.6189535
1944,20.9499815,-156.6940203,2010,0
1945,20.94998527,-156.6932864,2010,0
1946,20.94998812,-156.6926957,2010,9.75076821
1947,20.9500017,-156.6935155,2011,10.39088974
1948,20.95003319,-156.6935425,2008,0
1949,20.95008659,-156.6934967,2008,0
1950,20.95013428,-156.6935272,2009,40.00288754
1951,20.95018292,-156.6931958,2010,21.424271176
1952,20.9502457,-156.6940474,2012,58.687285186
1953,20.95028305,-156.6941223,2008,32.1635831
1954,20.95028367,-156.6924837,2010,40.25744052
1955,20.95030403,-156.693985,2008,1.6673990333
1956,20.95030881,-156.6929294,2010,51.0118224
1957,20.9503094,-156.6930991,2011,0
1958,20.95037651,-156.6936646,2009,0
1959,20.95039532,-156.694129,2010,5.491927674
1960,20.95039926,-156.6935357,2011,18.17261796
1961,20.95041686,-156.6934335,2012,0
1962,20.95048904,-156.6929474,2009,0
1963,20.95051643,-156.6941715,2011,49.870568
1964,20.95052096,-156.6941316,2012,8.743496562
1966,20.95058927,-156.6929206,2010,34.825344686
1967,20.95060252,-156.693104,2012,8.18365216
1968,20.95063906,-156.693028,2010,22.7271198
1969,20.95064225,-156.6939503,2012,0
1970,20.95066071,-156.6930542,2009,12.479626599
1971,20.95066228,-156.6936219,2012,0
1972,20.95068332,-156.694084,2010,12.9980642
1973,20.95069958,-156.6926436,2012,24.935284
1974,20.9508152,-156.6930847,2009,7.69295296
1975,20.95082548,-156.6944175,2011,0
1976,20.95083511,-156.6944928,2010,0.0286568415
1977,20.95084274,-156.6945171,2012,20.835566672
1978,20.95085045,-156.6927255,2010,12.9575204
1980,20.95086596,-156.6937075,2011,0
1981,20.95093377,-156.6927752,2010,0.502666209
1982,20.95096397,-156.6922455,2009,72.05271999365
1983,20.95099563,-156.6928543,2012,59.11635261
1984,20.95103836,-156.6934509,2008,0
1985,20.95114122,-156.6939157,2010,0
1986,20.95114122,-156.6920775,2012,15.3999208
1987,20.95114424,-156.6929396,2012,0.28540138
1988,20.95114708,-156.6926117,2009,0
1989,20.95116025,-156.6932583,2010,6.50885664
1990,20.95116922,-156.693621,2010,0
1991,20.95120526,-156.6929989,2012,53.256396078
1992,20.95122147,-156.6934967,2008,3.32142734
1993,20.95122244,-156.6923328,2012,44.0983576
1994,20.95122512,-156.6915908,2012,14.8737666
1995,20.95123678,-156.6926331,2012,8.9504958196
1996,20.95126209,-156.693197,2011,5.7492592399
1997,20.95130995,-156.6937204,2010,3.29885136
1998,20.95131665,-156.6928407,2012,161.37286607622
1999,20.95132101,-156.6931242,2010,19.7585674
2000,20.95136108,-156.6936596,2012,0
2001,20.95137097,-156.6930915,2011,0
2002,20.95138168,-156.6930695,2009,35.132531456
2003,20.95139176,-156.692364,2012,0
2004,20.9514283,-156.6918334,2012,38.3606003
2005,20.95153123,-156.6929617,2011,2.4424004
2006,20.95153743,-156.6913003,2012,0
2007,20.95155334,-156.6911316,2009,0.805760263
2008,20.95156241,-156.691294,2012,0
2009,20.95162582,-156.6913452,2009,5.384989456
2010,20.95163918,-156.6938629,2008,0
2011,20.95168395,-156.6925376,2011,2.4424004
2012,20.95171044,-156.6929661,2012,75.7259734
2013,20.95172343,-156.6913929,2012,48.018059859
2014,20.95173264,-156.6920471,2009,4.8848008
2015,20.95173265,-156.6928309,2011,42.973211886
2016,20.95180511,-156.6923828,2009,17.92773675
2017,20.95181656,-156.6927338,2009,8.1132634
2018,20.95186424,-156.6916199,2009,14.8737666
2019,20.95189861,-156.6922529,2010,11.851229016
2020,20.95189911,-156.6929011,2012,24.99053876
2021,20.95192568,-156.6919124,2010,16.03928172
2022,20.95208544,-156.6915964,2010,3.8211602
2023,20.95227504,-156.6912924,2012,19.16434677
2024,20.95230279,-156.6911572,2012,26.305077634
2025,20.95244913,-156.6915683,2012,38.49132298
2026,20.95271945,-156.6916835,2012,18.5878396
2027,20.9529269,-156.690941,2012,46.279021426
2028,20.95341565,-156.6916269,2012,9.43306812
2029,20.95344004,-156.6913749,2011,4.8848008
2030,20.95347365,-156.6917345,2011,0
5692,20.93548793,-156.6930899,2010,8.03316379
5693,20.93593108,-156.6934344,2013,5.384989456
5694,20.93593216,-156.6934204,2008,0
5695,20.93617626,-156.6934494,2011,0
5696,20.93623945,-156.6933693,2013,0.805760263
5697,20.9362465,-156.6935349,2011,54.8280337
5698,20.93625085,-156.6931979,2011,10.76997999
5699,20.93650902,-156.6933867,2011,16.03928172
5700,20.93667339,-156.6933652,2013,0
5701,20.9366966,-156.6931558,2011,5.384989456
5702,20.93682242,-156.6932021,2011,0
5703,20.93694496,-156.6933594,2008,0
5704,20.93696566,-156.6937748,2010,0
5705,20.93698311,-156.6934814,2008,0
5706,20.93703942,-156.6936934,2013,0
5707,20.93709449,-156.6934882,2011,0
5708,20.93709946,-156.6936951,2008,2.4424004
5709,20.93713379,-156.6938629,2008,27.29422124
5710,20.9371898,-156.693695,2011,0
5711,20.93721494,-156.693716,2013,0
5712,20.93727797,-156.6931879,2011,16.15496729
5713,20.93731536,-156.6935368,2013,0
5714,20.93747579,-156.6934735,2013,17.003942956
5715,20.93753538,-156.6939586,2013,0.28540138
5716,20.93754959,-156.6932678,2008,37.69492727
5717,20.93758576,-156.6935353,2011,22.8833462
5718,20.93758965,-156.6940155,2008,0
5719,20.93765407,-156.6931808,2013,0
5720,20.93769263,-156.6930958,2011,0
5721,20.93771744,-156.6939697,2008,0
5722,20.93778525,-156.6939518,2011,0
5723,20.93781492,-156.6936313,2011,28.02072889
5724,20.93781662,-156.693512,2008,4.72002674
5725,20.93784149,-156.6931594,2011,0
5726,20.93787493,-156.6937795,2011,0
5727,20.93790335,-156.6933246,2011,16.06632579
5728,20.93794651,-156.6931585,2013,0
5729,20.93808365,-156.693634,2008,40.86392882
5730,20.93818003,-156.6936375,2011,4.73435516222
5731,20.93853962,-156.6936557,2013,6.44608426
5732,20.93854004,-156.6938537,2011,0
5733,20.93854716,-156.6931009,2011,0
5734,20.93858337,-156.6939392,2008,0
5735,20.93860189,-156.6938925,2013,0
5736,20.93863115,-156.6931264,2011,0
5737,20.93866685,-156.6935139,2011,17.932954975
5738,20.93867389,-156.6933717,2013,47.73982796
5739,20.93875989,-156.6930852,2011,6.263757269
5740,20.93885494,-156.6938814,2011,2.4424004
5741,20.93896675,-156.6939392,2008,9.44005348
5742,20.93900464,-156.6934588,2013,0
5743,20.93900733,-156.6930671,2011,0
5744,20.93923003,-156.6937737,2013,0
5745,20.93924713,-156.6937714,2008,0
5746,20.93924738,-156.6936221,2011,0
5747,20.93936157,-156.6940308,2008,0
5748,20.93953438,-156.6937671,2011,0.805760263
5749,20.93954086,-156.6933289,2009,103.7168275
5750,20.93965667,-156.6935197,2013,2.377545621
5751,20.93971677,-156.6937234,2011,0
5752,20.93978458,-156.6932802,2011,11.6189535
5753,20.93981249,-156.6938823,2013,14.61645647
5754,20.93984334,-156.6932198,2011,16.33898024
5755,20.93986262,-156.6929866,2013,0
5756,20.9399171,-156.6933283,2013,8.520290422
5757,20.93992892,-156.6934738,2011,11.721754814
5758,20.93998231,-156.6937951,2011,16.03928172
5759,20.94001961,-156.6933194,2011,11.6189535
5760,20.94009035,-156.6935381,2011,0
5761,20.94009086,-156.6929205,2011,21.53995998
5762,20.9401564,-156.6929717,2011,0
5763,20.94021809,-156.6929278,2013,11.6189535
5764,20.94067122,-156.6931759,2011,16.03928172
5765,20.94084598,-156.6945278,2013,1.71240762
5766,20.94086643,-156.6931568,2011,4.72002674
5767,20.94087708,-156.6932895,2013,22.54813836
5768,20.94088936,-156.693161,2008,24.894546403688
5769,20.94116072,-156.6938578,2011,0
5770,20.94144168,-156.6930693,2011,23.2937801173
5771,20.94157973,-156.6943537,2013,11.6189535
5772,20.94159918,-156.693042,2011,16.03928172
5773,20.94160656,-156.6927586,2013,16.629676595
5774,20.94161251,-156.6946947,2013,43.77880177
5775,20.94166756,-156.6931,2008,6.64285289
5776,20.94168282,-156.6963806,2008,33.293369714
5777,20.94177818,-156.6947479,2008,0
5778,20.94196329,-156.6943163,2013,0
5779,20.94197486,-156.6948599,2013,13.457709056
5780,20.94199944,-156.6949768,2008,0
5781,20.94218524,-156.6928913,2013,11.6189535
5782,20.94254835,-156.6949002,2013,0
5783,20.94254994,-156.6926805,2013,28.02072889
5784,20.94262362,-156.6943595,2013,6.50565395
5785,20.94271573,-156.6942636,2011,46.18277763
5786,20.94277658,-156.6947327,2011,19.7585674
5787,20.94294464,-156.6946947,2011,20.235630052
5788,20.94299669,-156.6944464,2011,54.682826
5789,20.94300357,-156.6945813,2013,5.95626438
5790,20.94309158,-156.6943319,2011,7.69295296
5791,20.94321605,-156.6947217,2013,45.35935074
5792,20.94326039,-156.6941603,2011,0
5793,20.94341587,-156.6944943,2013,22.03619374
5794,20.94348335,-156.6930847,2008,0
5795,20.94351143,-156.6932313,2013,11.6189535
5796,20.943626,-156.694604,2013,5.88592048
5797,20.94363889,-156.6929932,2008,16.03928172
5798,20.94364679,-156.6944181,2011,19.7585674
5799,20.94368334,-156.6943673,2011,4.028801854
5800,20.94370346,-156.694486,2011,7.3272012
5801,20.94376607,-156.693582,2013,0
5802,20.94378929,-156.6935737,2011,1.611520526
5803,20.94379767,-156.6927925,2011,0
5804,20.94385886,-156.6946164,2011,10.5556638
5805,20.94388057,-156.694692,2011,16.185983
5806,20.94398886,-156.6944564,2011,0.227820281
5807,20.94400068,-156.694846,2011,14.8737666
5808,20.94408165,-156.6935297,2013,61.88687241
5809,20.94409338,-156.6946554,2011,0
5811,20.94413621,-156.6946138,2013,0.28540138
5812,20.94416618,-156.6943054,2008,6.9064651516
5813,20.94416618,-156.6937256,2008,0
5814,20.94429052,-156.6949643,2013,14.8737666
5815,20.94437359,-156.6947335,2013,26.51672276
5816,20.94451499,-156.6945444,2011,2.001849822
5817,20.94456673,-156.6937408,2008,0
5818,20.94460418,-156.6938182,2013,0
5819,20.94461826,-156.6936891,2013,0
5820,20.94468229,-156.6949078,2013,2.4424004
5821,20.944703,-156.695447,2011,0
5822,20.944715,-156.69516,2011,30.606147
5823,20.94485144,-156.695205,2013,32.812653368
5824,20.94487877,-156.6954725,2013,4.8848008
5825,20.94494549,-156.6938476,2011,0
5826,20.94503584,-156.6943998,2013,0
5827,20.94505688,-156.6957144,2011,19.2323824
5828,20.94508362,-156.6942444,2008,0
5829,20.94522285,-156.693924,2008,0
5830,20.94528068,-156.6942479,2011,0
5831,20.94533013,-156.6955494,2013,31.32897196
5832,20.94536534,-156.6941026,2013,0
5833,20.94536591,-156.6937561,2008,0
5834,20.94544411,-156.6939392,2008,0
5835,20.94566851,-156.694171,2013,0
5836,20.94568253,-156.6943207,2008,7.827389856
5837,20.94569106,-156.6938224,2013,16.15496729
5838,20.94581251,-156.6952024,2013,0
5839,20.94581863,-156.695602,2013,1.58143876
5840,20.94592122,-156.6940422,2013,0
5841,20.94597244,-156.6941376,2008,0
5842,20.94597244,-156.6937714,2008,0
5843,20.94597956,-156.6954571,2013,14.8737666
5844,20.94619447,-156.6958312,2012,5.670863
5845,20.94622171,-156.6953041,2013,0
5846,20.9462285,-156.6956445,2013,5.670863
5847,20.9465332,-156.6944122,2008,71.347324114
5848,20.94658279,-156.6945496,2008,0
5849,20.94660552,-156.6956264,2011,0
5850,20.94672203,-156.6946716,2008,0
5851,20.94681733,-156.6941857,2011,0
5852,20.94686127,-156.693634,2008,0
5853,20.94695091,-156.694046,2008,0
5854,20.94703233,-156.6941486,2013,7.69295296
5855,20.94743189,-156.6944527,2013,0
5856,20.94761658,-156.6938477,2008,0
5857,20.94762652,-156.6942141,2011,16.07033142
5858,20.94766282,-156.6944327,2013,0
5859,20.94769115,-156.6946862,2013,4.8848008
5860,20.94781579,-156.6943656,2010,37.16317563
5861,20.94785267,-156.6936519,2011,37.5792417
5862,20.94791603,-156.6938934,2008,5.384989456
5863,20.94800061,-156.6942092,2013,0
5864,20.94800572,-156.6948807,2013,7.3272012
5866,20.94824611,-156.6937303,2011,5.384989456
5867,20.94834804,-156.6941056,2011,14.58157624
5868,20.94835047,-156.6941079,2011,53.13539187
5869,20.94837553,-156.6945448,2013,164.90312446
5870,20.94846438,-156.6947019,2011,0.417395622
5871,20.94861693,-156.6945821,2013,26.26816938
5872,20.94869423,-156.6948395,2008,0
5873,20.94879244,-156.6938589,2013,100.88339822
5874,20.94891739,-156.6942291,2008,10.269790256
5875,20.94893192,-156.6948418,2011,0
5876,20.94904734,-156.6943172,2013,18.6689272
5877,20.94908333,-156.6945801,2008,20.784910256
5878,20.94910157,-156.694551,2013,30.040428
5879,20.94910467,-156.6945345,2013,25.26465634
5880,20.94911875,-156.6937201,2011,8.88848466
5881,20.9491413,-156.694041,2013,46.8443426
5882,20.94919846,-156.6948783,2011,1.58143876
5883,20.94919913,-156.6947812,2011,0
5884,20.94922587,-156.6948812,2013,54.882990672
5885,20.94930077,-156.6941986,2008,53.2882713
5886,20.9493195,-156.6945506,2011,47.4718409
5887,20.94933291,-156.6946973,2011,0
5888,20.9493537,-156.694402,2013,8.1132634
5889,20.94940382,-156.6947286,2013,56.85262715
5890,20.94940684,-156.6942479,2013,6.44608426
5891,20.94945193,-156.6945538,2013,14.8737666
5892,20.94954422,-156.6931402,2013,14.91780486
5893,20.94963692,-156.6936655,2011,24.897823852
5894,20.94966265,-156.6934877,2013,25.107264884
5895,20.94969819,-156.69277,2013,41.947873
5896,20.94980565,-156.6942933,2013,0
5897,20.94991646,-156.692935,2013,111.001853446
5898,20.95007018,-156.692649,2013,1.14160508
5899,20.95008988,-156.694542,2013,10.3783536
5900,20.95023145,-156.693035,2013,8.843785181
5901,20.95029867,-156.6936847,2011,0
5902,20.95035433,-156.6942477,2013,0
5903,20.9505068,-156.693193,2013,12.8575788
5904,20.95073537,-156.6926456,2013,56.56699983
5905,20.95084341,-156.6930681,2011,27.3776844
5906,20.95116125,-156.6919595,2013,32.07855805
5907,20.95117324,-156.6933795,2013,2.4424004
5908,20.95141908,-156.6918361,2011,56.53802792
5909,20.95143585,-156.6917298,2013,19.46356808
5910,20.95153936,-156.6922857,2011,0
5911,20.95160767,-156.691391,2011,60.28506121
5912,20.95168144,-156.6920689,2013,24.935284
5913,20.95180281,-156.6921972,2011,47.8817702
5914,20.95190481,-156.6915987,2013,36.32277066
5915,20.95218427,-156.6909799,2013,0
5916,20.95230899,-156.6911633,2011,30.77181184
5917,20.95232584,-156.6929745,2013,13.715155843
5918,20.95245844,-156.6927014,2011,0
5919,20.95254335,-156.6906873,2011,1.093120601
5920,20.95262951,-156.6930251,2013,11.630540172
5921,20.95265784,-156.6925894,2011,26.51672276
5922,20.95274108,-156.6921067,2013,5.670863
5923,20.95285985,-156.6910231,2013,0
5924,20.95292715,-156.6909169,2011,5.384989456
5925,20.95310535,-156.6928554,2013,74.644197837
5926,20.95315288,-156.6924676,2013,17.623840599
5927,20.95318481,-156.6906071,2013,32.19424901
7822,20.93558575,-156.693258,2016,0
7824,20.93561752,-156.6931148,2016,0
7827,20.93582933,-156.6932766,2014,31.86720537
7829,20.9358783,-156.6934158,2015,8.03316379
7831,20.9358844,-156.6933948,2014,16.264100776
7832,20.9359253,-156.6934721,2014,96.773315776
7833,20.93594986,-156.6931794,2014,25.440776241
7835,20.93603368,-156.6931589,2016,5.384989456
7836,20.93605757,-156.6932909,2013,5.384989456
7837,20.93606419,-156.6935609,2016,0
7838,20.93609445,-156.6935511,2016,16.121307579
7839,20.93612999,-156.6933156,2014,3.32142734
7842,20.93622705,-156.6935354,2014,11.6189535
7844,20.93631665,-156.6932275,2014,0
7845,20.93632193,-156.693375,2015,0
7846,20.93636896,-156.6934896,2016,11.341726
7847,20.93638256,-156.69308,2016,21.187621892
7849,20.93640475,-156.6931452,2014,18.06503776
7850,20.93641564,-156.6934166,2013,5.384989456
7851,20.93643894,-156.6935775,2015,0
7852,20.93646652,-156.693384,2014,24.55069694
7853,20.93647301,-156.693099,2015,27.65823522
7854,20.93651455,-156.6934442,2013,0
7855,20.93654062,-156.693428,2014,0
7857,20.93666542,-156.693515,2014,8.1132634
7858,20.93667347,-156.6936354,2016,1.71240762
7862,20.93673105,-156.6940154,2013,5.27348294
7864,20.93674472,-156.6936577,2015,0
7865,20.93675117,-156.6933743,2014,95.135917836
7867,20.93679895,-156.6935248,2015,99.0963633
7869,20.93689593,-156.6932051,2014,0
7870,20.93689718,-156.6932588,2016,0
7871,20.93691112,-156.6937002,2015,0
7872,20.93691501,-156.6936108,2016,12.89475904
7873,20.93695393,-156.6937004,2014,0
7876,20.93698444,-156.6932702,2015,0
7878,20.93705644,-156.6938472,2013,0
7879,20.9370608,-156.6931113,2013,0
7880,20.93711545,-156.6935033,2014,33.6851172
7881,20.93713992,-156.6934668,2014,9.15950453
7882,20.93714919,-156.6930945,2016,53.49757413
7883,20.9371996,-156.6932366,2014,0
7884,20.93721611,-156.6935479,2016,70.73201443
7885,20.93722031,-156.6933247,2016,4.1691716
7886,20.93723615,-156.6934923,2014,27.36907346
7887,20.93724553,-156.6931698,2013,0
7889,20.9373379,-156.6939747,2015,0
7890,20.93733841,-156.6938731,2013,5.612809737
7891,20.93737504,-156.693474,2015,36.3266332
7892,20.93738392,-156.6935142,2013,6.478110057
7893,20.93753111,-156.6936095,2014,467.405389
7894,20.93755315,-156.6933569,2013,7.097397076
7895,20.93755365,-156.6932514,2014,40.370303931
7896,20.93756991,-156.6935841,2014,5.595624518
7897,20.93760361,-156.6931922,2015,26.192976441
7898,20.93760752,-156.6933453,2016,47.05848752
7899,20.93761524,-156.6935657,2015,14.0613539
