"coord.join8","Lat","Long","Year","Parrotfish"
7900,20.93762255,-156.6933077,2016,67.304754
7902,20.93770554,-156.6939387,2016,14.8737666
7903,20.93772705,-156.6931347,2016,241.544856301
7904,20.93774191,-156.6937917,2014,3.774515074
7905,20.93781391,-156.6934269,2014,287.03555805
7906,20.93784772,-156.6931429,2015,24.6109699
7907,20.93786856,-156.6935112,2014,57.896493898
7909,20.93792388,-156.6933453,2016,44.41927402
7911,20.93803,-156.69385,2014,27.65823522
7912,20.93803123,-156.6938706,2015,0
7914,20.93804,-156.6935,2014,28.809840448
7915,20.93807342,-156.6937509,2015,0
7917,20.93818598,-156.6934494,2016,12.9980642
7918,20.9382115,-156.6940088,2016,16.03928172
7919,20.93825768,-156.6936123,2016,68.5004672
7920,20.93826695,-156.6938934,2015,5.670863
7921,20.93827433,-156.6935875,2014,13.06845296
7922,20.93827969,-156.6939396,2014,8.510054506
7923,20.93828611,-156.6937361,2013,0
7924,20.93830694,-156.6935654,2016,14.66315334
7925,20.93831,-156.69368,2014,8.34300401
7926,20.9383216,-156.6931541,2015,29.557797346
7927,20.93839237,-156.6939573,2015,0
7928,20.93841,-156.69374,2014,15.154591056
7929,20.93842263,-156.6931599,2016,153.799225184
7931,20.93845345,-156.6939527,2015,16.03928172
7932,20.9384701,-156.6936475,2015,0
7933,20.93848312,-156.6936388,2015,13.8152246964
7934,20.93848889,-156.6931389,2013,5.384989456
7935,20.93849444,-156.6935139,2013,7.827389856
7936,20.93849519,-156.6933786,2016,69.46502681
7937,20.93852394,-156.6933955,2015,18.96422
7938,20.93854917,-156.6936173,2016,8.05760263
7939,20.93857826,-156.6931746,2014,35.807138966
7942,20.93870556,-156.6934361,2013,9.231465936
7943,20.93871,-156.69339,2014,0
7944,20.9387333,-156.6933088,2015,17.2898165
7945,20.93873801,-156.6939368,2016,0.805760263
7946,20.93875771,-156.693569,2014,0.805760263
7947,20.93881873,-156.6935159,2016,0
7948,20.93883,-156.6936,2014,0
7949,20.93883332,-156.6930961,2015,53.36687411
7950,20.9389,-156.69391,2014,0
7951,20.93892183,-156.6939236,2014,33.73121205
7952,20.93895938,-156.6939237,2015,21.416631797
7953,20.93897,-156.69308,2014,0
7954,20.93898813,-156.6931318,2016,9.66912639
7955,20.939,-156.6935389,2013,1.669582194
7956,20.93901177,-156.6935918,2015,4.7443154
7957,20.93901691,-156.6930759,2015,4.74685857
7958,20.93902067,-156.6932731,2016,11.87964027
7959,20.93905644,-156.6932916,2015,17.2898165
7960,20.93911671,-156.6934581,2014,7.997440517
7961,20.93911906,-156.6930987,2014,28.291919846
7962,20.93913,-156.69379,2014,0
7963,20.93916985,-156.6934807,2016,56.04145778
7964,20.93918511,-156.6933994,2015,25.61166602
7965,20.93918854,-156.6930671,2014,0
7967,20.93928485,-156.6937634,2014,6.50885664
7968,20.93933183,-156.6936727,2016,35.418405
7969,20.93942969,-156.6936592,2013,46.548702343
7970,20.93944,-156.6933301,2014,18.41321152
7971,20.9394566,-156.6935399,2015,0
7972,20.93946707,-156.6935147,2014,39.3928689
7973,20.93949063,-156.6931413,2013,0
7974,20.93949867,-156.6930067,2015,0
7975,20.93950203,-156.6937925,2014,0.28540138
7976,20.93952684,-156.6935289,2016,0
7977,20.93960657,-156.6937946,2015,0
7978,20.93965155,-156.6936117,2016,0.0716420964
7979,20.93967905,-156.6932445,2013,16.997426446
7980,20.93974125,-156.6934187,2015,1.611520526
7981,20.93976622,-156.6935418,2014,41.71958373
7982,20.93977656,-156.6933652,2016,1.58143876
7983,20.93977905,-156.6933036,2016,14.8737666
7984,20.93979036,-156.6933101,2014,0
7985,20.93980361,-156.6930287,2014,12.5011631
7987,20.93982205,-156.6930714,2016,3.728580916
7988,20.93986957,-156.6936333,2013,3.998719549
7989,20.9398917,-156.6938317,2014,0.805760263
7990,20.93991567,-156.6929895,2014,11.6189535
7991,20.9399176,-156.693389,2016,0
7992,20.939918,-156.6930017,2016,9.43306812
7993,20.94003964,-156.6935086,2015,0
7994,20.94004392,-156.6933778,2013,0
7995,20.94006068,-156.6929558,2016,0
7996,20.94008331,-156.6932759,2014,0
7997,20.94009312,-156.6931013,2013,34.51297407
7998,20.94012816,-156.6931702,2014,16.15496729
7999,20.9401565,-156.6932139,2016,5.384989456
8001,20.94028333,-156.6928278,2013,34.813661
8002,20.94029443,-156.6929179,2016,3.33575576222
8003,20.9403,-156.6931417,2013,0
8004,20.94030979,-156.693014,2016,35.80168943
8005,20.94031689,-156.692901,2016,30.97966256
8006,20.94038791,-156.6929375,2014,16.924418896
8008,20.94066389,-156.6927694,2013,17.003942956
8011,20.94096484,-156.6931628,2016,20.850419436
8012,20.94112778,-156.6928972,2013,38.72790834
8013,20.94117371,-156.6939356,2015,0
8014,20.94118738,-156.6930587,2015,12.859767134
8015,20.94122778,-156.6929763,2016,73.818095888
8016,20.94129871,-156.6930491,2016,43.167642034
8017,20.94133473,-156.6927379,2015,25.47234984
8018,20.94136918,-156.6942022,2015,73.10907306
8020,20.94144453,-156.6943191,2015,0
8021,20.94146944,-156.6926583,2013,0
8022,20.94152778,-156.6942194,2013,1.58143876
8023,20.94155556,-156.6945528,2013,4.652236743
8024,20.94156708,-156.6945876,2014,2.204303112
8025,20.94158216,-156.6927537,2014,3.29885136
8026,20.94158258,-156.6929274,2015,11.6189535
8027,20.94158702,-156.694691,2016,0.227820281
8028,20.94158809,-156.6943394,2016,0
8029,20.94160157,-156.6946939,2016,5.384989456
8030,20.94164042,-156.693078,2015,67.268047806
8031,20.94164176,-156.6929156,2016,0
8032,20.94166451,-156.6944584,2016,0
8033,20.94166732,-156.6944303,2014,0
8034,20.94166741,-156.694471,2015,0
8035,20.94167711,-156.6944236,2016,0
8036,20.94173056,-156.6929833,2013,47.54344364
8038,20.94178023,-156.6944988,2015,0
8039,20.94178668,-156.6927981,2015,12.327040869
8042,20.9418006,-156.6929877,2014,133.78888487
8043,20.94182197,-156.6946564,2014,3.785741872
8044,20.94192102,-156.6943733,2016,0
8045,20.94193889,-156.6944722,2013,17.003942956
8046,20.94194384,-156.6944378,2014,36.229808846
8047,20.94195605,-156.6947321,2016,0
8048,20.94196389,-156.6946611,2013,1.611520526
8049,20.94196958,-156.6932159,2013,0.01432842222
8050,20.94198761,-156.6947944,2016,0
8051,20.94200956,-156.6947926,2014,3.1628784
8052,20.94202288,-156.6945968,2014,0.28540138
8054,20.94207477,-156.6928648,2015,3.32142734
8057,20.94249,-156.69269,2014,0
8060,20.9426514,-156.6946851,2015,14.8737666
8061,20.94267362,-156.6946758,2016,0
8064,20.9428749,-156.6947431,2014,0
8065,20.94290822,-156.6938116,2015,3.32142734
8066,20.94293319,-156.6943849,2015,22.98703
8067,20.94296006,-156.6947681,2013,14.8737666
8068,20.94297113,-156.694522,2016,0
8069,20.94297559,-156.6948188,2016,17.316167
8070,20.94299032,-156.6946447,2015,0
8072,20.94306828,-156.6936204,2014,0
8074,20.94310323,-156.6943344,2015,0
8075,20.94314055,-156.6946975,2016,8.1132634
8076,20.94314405,-156.6944134,2013,5.45560334
8077,20.943251,-156.6944187,2016,89.242604
8078,20.94332778,-156.6945907,2014,0
8079,20.94340757,-156.6946616,2015,20.83003098
8080,20.94341336,-156.6945942,2013,20.5446296
8081,20.94344641,-156.6944174,2016,38.6788666
8082,20.94349584,-156.6943952,2015,5.670863
8083,20.94352559,-156.6932882,2015,0
8084,20.94367814,-156.694702,2013,10.5556638
8085,20.94370932,-156.6947025,2015,14.8737666
8086,20.94371368,-156.6945893,2016,5.670863
8087,20.943791,-156.6947315,2016,0
8089,20.94384813,-156.6945398,2015,34.36835212
8090,20.94392591,-156.6932536,2013,4.72002674
8091,20.94397101,-156.6945603,2015,20.90041974
8092,20.94408567,-156.6947201,2015,0
8093,20.94409285,-156.6942908,2016,54.29472675
8094,20.94413068,-156.6944233,2014,8.0727196
8095,20.94414527,-156.694931,2015,17.316167
8096,20.94415706,-156.6942014,2015,2.4424004
8097,20.94418726,-156.6955721,2014,6.80649516
8098,20.94419908,-156.6944262,2013,10.5556638
8099,20.94421081,-156.6947376,2013,34.3421837
8100,20.9442285,-156.6942549,2014,2.72780178
8101,20.94424558,-156.6946763,2016,70.290077902
8102,20.94431441,-156.6950424,2013,20.5446296
8103,20.94433025,-156.6938871,2013,1.093120601
8104,20.9443347,-156.6948066,2014,0
8105,20.94436479,-156.6951325,2014,0
8106,20.94436707,-156.6951715,2016,31.1002934
8107,20.94437552,-156.6953027,2014,16.908224077
8109,20.94439966,-156.6953315,2014,22.2009678
8110,20.94440108,-156.6940817,2015,0
8112,20.94445003,-156.6947368,2015,5.670863
8113,20.94445224,-156.6943564,2016,0
8114,20.9444667,-156.6948292,2016,13.7185422
8115,20.94447761,-156.6951738,2015,1.42700646
8116,20.94448448,-156.6942057,2014,13.077942416
8118,20.94451005,-156.6934746,2013,0.805760263
8119,20.94452304,-156.6952305,2014,0.28540138
8120,20.94454559,-156.694289,2014,0
8121,20.94455112,-156.695272,2014,11.19778465
8122,20.94455749,-156.6954882,2014,14.8737666
8123,20.94458724,-156.6944063,2015,5.670863
8124,20.94460309,-156.694086,2013,0
8125,20.94460811,-156.6946501,2013,8.1132634
8126,20.94462465,-156.6943657,2015,0
8127,20.94462984,-156.6949115,2016,24.935284
8128,20.94465111,-156.6931891,2014,38.121339476
8129,20.94468305,-156.6953067,2014,5.670863
8130,20.94469076,-156.69484,2014,1.58143876
8131,20.94476389,-156.6938405,2016,86.34332091
8132,20.94477324,-156.6939468,2013,0
8133,20.94482563,-156.6953163,2015,7.8231043
8134,20.94483325,-156.6942083,2016,20.53958159
8135,20.94484499,-156.6939579,2014,35.79176139
8136,20.94486971,-156.695349,2013,5.384989456
8137,20.94492436,-156.6948878,2013,30.51655926
8138,20.94492572,-156.6951051,2016,0
8139,20.94496217,-156.6931589,2014,24.105232536
8140,20.94499278,-156.6935926,2016,20.5446296
8141,20.94501648,-156.694882,2014,1.58143876
8143,20.94509804,-156.6952239,2014,0
8144,20.94516342,-156.6954573,2014,41.089378352
8145,20.94518208,-156.6948856,2016,0
8146,20.94532041,-156.6940177,2016,0
8147,20.94532493,-156.6952296,2015,0
8148,20.94534145,-156.6955231,2015,14.8737666
8149,20.94534916,-156.6948128,2014,5.64032238
8150,20.94536111,-156.6949333,2013,0
8151,20.94536517,-156.695527,2013,15.64279266
8152,20.94539585,-156.695402,2013,5.670863
8153,20.94540976,-156.6932748,2014,33.81184928
8154,20.94541827,-156.6937653,2016,6.190749719
8155,20.94541856,-156.695627,2015,16.80399688
8156,20.94542403,-156.6951456,2016,4.02383916
8157,20.94547036,-156.6943171,2014,0
8158,20.94547254,-156.6943186,2014,21.424271176
8159,20.94548174,-156.6955285,2016,0
8160,20.94550796,-156.6953342,2015,13.7435826
8161,20.94554932,-156.6949273,2014,7.827389856
8162,20.94559381,-156.6941672,2016,0
8163,20.94564294,-156.6940595,2014,44.61881886
8164,20.94566944,-156.6951778,2013,1.58143876
8165,20.94571318,-156.695085,2016,15.10393112
8166,20.94571696,-156.6953968,2014,4.02383916
8167,20.94572778,-156.695125,2013,0
8168,20.94573624,-156.6953425,2015,5.670863
8169,20.94575518,-156.693417,2014,5.670863
8170,20.9457683,-156.6950624,2015,5.670863
8171,20.94580278,-156.6948889,2013,18.9461547
8172,20.94586087,-156.6951305,2014,10.84106518
8173,20.945925,-156.6955361,2013,2.43160921122
8174,20.94595291,-156.6956888,2015,0
8175,20.94596255,-156.6956026,2014,13.68072885
8176,20.94597138,-156.6952332,2016,38.3869508
8177,20.94603312,-156.6952884,2014,0
8178,20.94603555,-156.6937437,2014,22.674805956
8179,20.94604569,-156.695408,2014,15.72997052
8180,20.94606703,-156.6956746,2016,0
8181,20.94611111,-156.6948472,2013,38.79337122
8182,20.94612276,-156.6951558,2016,14.8737666
8183,20.94613351,-156.6950623,2016,44.7627796
8184,20.94615703,-156.6953362,2016,20.5446296
8185,20.94619167,-156.6951972,2013,16.03928172
8186,20.94624569,-156.6952684,2014,0
8187,20.94624954,-156.6952094,2014,22.98703
8188,20.94625658,-156.693596,2014,21.25799489
8189,20.94626069,-156.6950325,2014,11.95973988
8190,20.94627393,-156.6939548,2015,0
8191,20.94629289,-156.6939244,2016,16.03928172
8192,20.94632104,-156.6949125,2014,11.341726
8193,20.94636576,-156.695636,2016,6.80649516
8194,20.94638056,-156.6950944,2013,16.185983
8195,20.94641389,-156.6955556,2013,22.98703
8196,20.94641869,-156.6953346,2014,0.01432842222
8198,20.94647124,-156.695036,2016,5.670863
8199,20.94649481,-156.6954252,2016,0
8200,20.9464951,-156.6953105,2015,16.08258545
8201,20.94650284,-156.6955332,2014,5.0087457
8202,20.94650611,-156.6945274,2016,0
8203,20.94655221,-156.6935377,2014,18.198378077
8204,20.94655961,-156.6946421,2015,11.6189535
8205,20.94676986,-156.6940905,2016,30.91304832
8206,20.94679338,-156.6937229,2015,36.5542375
8207,20.94683738,-156.6938987,2016,33.0080036
8208,20.94697655,-156.6941016,2015,85.3173442
8209,20.94698841,-156.6941575,2014,23.45862552
8210,20.94701607,-156.6938383,2013,7.870958249
8211,20.94705442,-156.6936534,2016,0
8212,20.94713836,-156.6937053,2014,39.805574336
8213,20.94717574,-156.6941012,2013,72.5108015
8214,20.94720776,-156.6943392,2015,32.7336636
8215,20.94721086,-156.6939721,2016,61.630894666
8216,20.94725795,-156.6942221,2016,26.11754321
8217,20.94730876,-156.6941577,2015,0
8218,20.94731357,-156.6943717,2016,18.121927263
8219,20.94736023,-156.6938439,2016,16.185983
8220,20.94745193,-156.6940293,2014,56.240368767
8221,20.94751048,-156.694517,2015,14.8737666
8222,20.94751529,-156.694117,2014,11.6189535
8223,20.94752527,-156.6942465,2015,40.226446222
8224,20.94753943,-156.6943105,2013,2.504373144
8225,20.94771177,-156.6943716,2016,0
8226,20.9477612,-156.6944968,2016,0
8227,20.9477805,-156.6942773,2016,0
8228,20.94779542,-156.6944432,2014,7.15766942
8229,20.94785631,-156.6948748,2015,0
8230,20.947867,-156.6938518,2014,96.2917807179
8231,20.9479561,-156.6943978,2013,40.004822123
8232,20.9479746,-156.6949091,2016,39.8090506
8233,20.94803401,-156.6942238,2015,24.935284
8234,20.94804612,-156.6951042,2014,0
8235,20.94807713,-156.69446,2016,25.0853086
8236,20.9481068,-156.694587,2013,8.1132634
8237,20.94820636,-156.6941324,2016,30.59963258
8238,20.9482317,-156.6948273,2014,4.8848008
8239,20.94832834,-156.6941178,2015,14.36159648
8240,20.94836472,-156.6945018,2013,36.173951154
8241,20.94836921,-156.6943727,2016,0
8242,20.94837243,-156.6944217,2016,16.51192818
8243,20.948375,-156.6935833,2013,0.0859705392
8244,20.94844352,-156.6945531,2015,27.3776844
8245,20.94847938,-156.6937908,2015,0
8246,20.94847955,-156.6933302,2013,38.30189924
8247,20.94853437,-156.6951013,2014,0
8248,20.94855566,-156.6949313,2014,33.40681491
8249,20.94855781,-156.6946297,2016,21.8163022
8250,20.94856814,-156.6944152,2014,1.14160508
8251,20.94857141,-156.6947462,2014,50.02009221
8252,20.94857177,-156.6947714,2016,0.28540138
8253,20.94857818,-156.6949735,2016,17.17975182
8254,20.94859444,-156.6939833,2013,30.62866708
8255,20.94862325,-156.6934933,2016,14.8737666
8256,20.94867216,-156.6951291,2014,53.5526332
8257,20.94867704,-156.6940276,2016,14.8737666
8258,20.94868532,-156.6939851,2015,0
8259,20.9486954,-156.6940415,2015,12.212002
8260,20.94870741,-156.6947128,2016,0.85620392
8261,20.94872308,-156.6936658,2015,4.397379426
8262,20.94873889,-156.69375,2013,0
8263,20.94881868,-156.693652,2013,45.71660555
8264,20.94882119,-156.693806,2015,10.5556638
8265,20.94884098,-156.6932216,2014,36.2159369
8266,20.9488578,-156.6948662,2016,0
8267,20.94887984,-156.6941318,2016,12.496863852
8268,20.94888054,-156.6939015,2014,32.20668638
8269,20.9488878,-156.6949689,2016,42.818149
8270,20.94890363,-156.6938467,2016,10.5556638
8271,20.94891658,-156.693875,2014,80.97445664
8272,20.94892743,-156.6947676,2015,13.7841264
8273,20.94893963,-156.6941658,2014,15.940653256
8274,20.94895556,-156.6939694,2013,85.53546865
8275,20.94896251,-156.6936345,2015,42.7776052
8276,20.94896909,-156.6942548,2016,0
8277,20.94902295,-156.6944695,2014,27.3776844
8278,20.94902778,-156.6944389,2013,24.935284
8279,20.94903611,-156.6939926,2015,5.02971678
8280,20.94909805,-156.6936447,2015,39.24308534
8281,20.94911829,-156.694338,2015,0
8282,20.9491639,-156.6945819,2015,27.3776844
8283,20.94917759,-156.6933842,2014,45.004152094
8284,20.94917824,-156.694355,2015,1.58143876
8285,20.94918899,-156.6939599,2013,11.9218429
8286,20.9491969,-156.6945928,2016,0
8287,20.94922168,-156.6943839,2014,37.93667152
8288,20.94923056,-156.6941861,2013,80.74379596
8289,20.94923249,-156.6946807,2014,10.5556638
8290,20.94924998,-156.6936801,2016,17.316167
8291,20.94930424,-156.6947366,2014,4.8848008
8292,20.94930432,-156.6939376,2016,26.345680122
8293,20.94930741,-156.6938273,2015,25.93188092
8294,20.94934087,-156.6942129,2016,38.042829
8295,20.94936343,-156.6946855,2015,29.747542
8296,20.94938236,-156.6945502,2014,0
8297,20.94938622,-156.693912,2013,22.74116863
8298,20.94939158,-156.6945646,2016,24.2992464
8299,20.94941346,-156.6932476,2015,31.89493428
8300,20.94949502,-156.6936996,2015,63.852361716
8301,20.94952837,-156.6933816,2016,60.290382856
8302,20.94953525,-156.6941549,2015,2.4424004
8303,20.94963665,-156.6945979,2016,24.84236084
8304,20.94965075,-156.6927105,2013,10.915994012
8305,20.94968193,-156.6929179,2015,42.494997237
8306,20.94968688,-156.6938414,2014,15.4301622
8307,20.94970968,-156.6935543,2014,17.6674806
8308,20.94971111,-156.6931056,2013,26.73111184
8309,20.94977221,-156.6935618,2015,28.6173492
8310,20.94978645,-156.6936624,2013,17.9154102964
8311,20.94979194,-156.6943921,2015,14.8737666
8312,20.94987685,-156.693951,2015,14.8737666
8313,20.94992222,-156.6928861,2013,2.193076314
8314,20.94994638,-156.6939524,2014,8.0476792
8315,20.94995252,-156.6934414,2015,8.0727196
8316,20.949967,-156.6936335,2014,43.51388778
8317,20.9499674,-156.6934656,2016,17.316167
8318,20.95001246,-156.6930555,2016,14.8737666
8319,20.95003447,-156.6940943,2014,0.805760263
8320,20.95005593,-156.6930879,2016,0
8321,20.95008368,-156.6934456,2015,0
8322,20.95010346,-156.6927577,2013,6.07949076
8323,20.95014562,-156.6937842,2014,14.8737666
8324,20.95015652,-156.6921676,2015,37.40900343
8325,20.95017487,-156.6940626,2014,0
8326,20.95020085,-156.69416,2016,14.8737666
8327,20.9502321,-156.6931363,2015,28.11470717
8328,20.95023505,-156.6941324,2014,15.15916798
8329,20.95025389,-156.6935597,2016,13.7841264
8330,20.95026699,-156.6934121,2014,0
8331,20.9502721,-156.6932141,2014,0
8332,20.95030018,-156.6941847,2014,5.191794548
8333,20.95031019,-156.6934157,2016,10.990268256
8334,20.95032994,-156.69278,2014,7.198504434
8335,20.9503415,-156.6933045,2014,3.223041052
8336,20.95036111,-156.69315,2013,21.152475008
8338,20.95046578,-156.692811,2016,0
8339,20.9504752,-156.6929892,2014,0
8340,20.95048333,-156.6934667,2013,59.41665114
8341,20.95051099,-156.6922171,2015,30.320273456
8342,20.95054929,-156.6927275,2014,54.583249996
8343,20.95056279,-156.6927781,2013,2.921768766
8344,20.95060998,-156.6925999,2014,47.8567298
8345,20.95061132,-156.6929129,2016,14.8737666
8346,20.95068483,-156.6941129,2014,13.915047168
8347,20.95070556,-156.6938194,2013,0
8348,20.95071039,-156.6930599,2014,20.03245948
8349,20.95072484,-156.6938967,2016,14.8737666
8350,20.95078994,-156.6916799,2014,12.11694726
8353,20.95085372,-156.6922053,2015,25.789760612
8354,20.95087803,-156.6930348,2013,7.620187521
8355,20.95088474,-156.6918802,2013,8.0727196
8356,20.95089144,-156.6927191,2015,8.0727196
8357,20.95092933,-156.6927812,2014,44.71743749
8358,20.950931,-156.6928272,2016,0
8359,20.95094927,-156.6932787,2016,33.0080036
8360,20.95102999,-156.69292,2014,18.56562204
8362,20.95104894,-156.6916826,2013,22.9464862
8364,20.95106805,-156.6938297,2014,4.87528602
8365,20.95116184,-156.6923186,2015,16.726715456
8366,20.95117612,-156.6919981,2016,18.6689272
8367,20.95119799,-156.6934055,2016,11.341726
8368,20.95120278,-156.6936722,2013,27.65823522
8369,20.9512178,-156.6920962,2016,60.66623882
8370,20.95127687,-156.6922935,2016,63.983337484
8371,20.95127835,-156.6931508,2013,139.175430276
8372,20.95127969,-156.693769,2014,5.384989456
8373,20.95130123,-156.69169,2015,27.05348624
8374,20.95130995,-156.69318,2014,15.355103126
8375,20.95133333,-156.6930737,2015,53.71704448
8377,20.95137453,-156.6932343,2016,24.598550526
8378,20.95137875,-156.6923608,2015,35.0915939
8379,20.95144646,-156.6918245,2012,7.25230176
8380,20.95145367,-156.6917817,2016,82.48738278
8381,20.95149309,-156.6938711,2014,0
8382,20.9515171,-156.6926391,2016,42.9681736
8383,20.95163219,-156.6932943,2016,2.4424004
8384,20.95166995,-156.6914199,2014,23.84348096
8385,20.95172164,-156.6928754,2016,1.58143876
8386,20.95172306,-156.6934259,2016,38.757785462
8387,20.95176995,-156.69348,2014,1.58143876
8388,20.95177741,-156.6921152,2015,44.379838
8389,20.95178545,-156.6934034,2015,96.79182337
8390,20.95181744,-156.6929499,2015,8.1132634
8391,20.95181879,-156.6917845,2012,7.25230176
8392,20.95190129,-156.6915604,2013,25.9286243762
8393,20.9519279,-156.6924292,2015,0
8394,20.95198344,-156.6911317,2015,6.420305402
8395,20.95200372,-156.6922675,2015,26.7821906
8396,20.9520494,-156.6919542,2015,16.185983
8397,20.95213607,-156.6917651,2013,57.98715472
8398,20.95219419,-156.6917959,2016,97.52299612
8399,20.95221517,-156.693454,2015,5.64032238
8400,20.95230731,-156.6918032,2016,0
8401,20.95234335,-156.6914804,2015,33.4616062
8402,20.95236347,-156.6921302,2013,35.093972463
8403,20.95238987,-156.6920565,2015,32.8893576
8404,20.95251996,-156.69205,2014,33.03708606
8405,20.95258592,-156.6920949,2016,51.72824668
8406,20.95261174,-156.6910205,2013,30.8513359
8407,20.95265405,-156.690983,2015,0
8408,20.95268332,-156.6917136,2015,26.22407128
8409,20.95271389,-156.69215,2013,32.016484434
8410,20.95275407,-156.6917436,2013,98.765730316
8411,20.95282146,-156.6908153,2013,17.003942956
8412,20.95292464,-156.6923,2015,5.670863
8413,20.9529378,-156.6916284,2015,28.40451361
8414,20.95293906,-156.6928376,2015,51.15935528
8415,20.95294609,-156.6923452,2016,52.113287736
8416,20.95303539,-156.6923392,2016,11.341726
8417,20.95313134,-156.692354,2015,4.8848008
8418,20.95321727,-156.69253,2016,0
8419,20.95321993,-156.6924399,2014,6.039552794
8420,20.95327131,-156.692971,2013,58.20726956
8421,20.95328846,-156.6926052,2016,0.57080254
8422,20.95332295,-156.6912295,2015,3.84647648
8423,20.95333217,-156.6909703,2015,0
8424,20.95334181,-156.6904103,2013,0
8425,20.95336,-156.69269,2014,0
8426,20.95339939,-156.6900661,2013,0
8427,20.95344009,-156.6918693,2015,0
8428,20.95349469,-156.692768,2013,5.384989456
8429,20.95404631,-156.6929889,2013,78.04370911
